id	title	link	excerpt	content
3751	Adjustable Fish Tank Light	https://yeeaquarium.com/product/adjustable-fish-tank-light/	Adjustable Lighting Angle 120° Wide-Angle Illumination High-Brightness 2835 LED Beads Energy Saving and Power Saving IP44 Waterproof Design	Adjustable Lighting Angle The adjustable water plant lamp stands out with its unique feature of a 30° adjustable lighting angle. While there are many aquarium lights in the market, this one offers a level of flexibility that can accompany you from being a novice fish keeper to an expert in the field. It allows you to precisely direct the light where it’s needed most in the aquarium, creating the perfect lighting environment for your aquatic life. 120° Wide-Angle Illumination Combined with a 120° wide-angle design, this lamp provides extensive coverage. The 120° wide-angle, together with the 30° adjustable angle, significantly increases the irradiation area, ensuring that every corner of the 
8938	MINI USB Aquarium Clamp Light	https://yeeaquarium.com/product/mini-usb-aquarium-clamp-light/	8000K color temperature Three colors adjustable 10 levels of adjustment Independent switch	
8917	15g micro pellets fish food	https://yeeaquarium.com/product/15g-micro-pellets-fish-food/	40% high protein Authoritative organization testing Full range of five formulas No powdering when soaked in water	40% high protein, no need to worry about soaking, no powdering in water, safe to use, tested by authoritative organizations, produced in our own factory
8890	Wholesale Fish Tank And Stand Combo	https://yeeaquarium.com/product/wholesale-fish-tank-and-stand-combo/	Integrated double-layer dry and wet separation box 2CM ultra-narrow overflow, invisible water level line Large space filtration, 70% filter chamber ratio Ultra-clear glass ≥91% light transmittance	50*50CM golden ratio, 360° transparent vision, professional ecological filtration system, large space filtration, 70% filter chamber ratio, integrated double-layer dry and wet separation box, 2cm ultra-narrow overflow, invisible water level design
8841	YEE Wholesale Fish Food Capsule	https://yeeaquarium.com/product/yee-wholesale-fish-food-capsule/	0 additives 42% protein Spirulina + brine shrimp formula Can be attached to the fish tank wall	YEE Fish Food Capsule,Spirulina Patch and Brine Shrimp Formula can be used together to better enhance the color of fish body
8810	Desktop Ultra-Clear Glass Fish Tank	https://yeeaquarium.com/product/desktop-ultra-clear-glass-fish-tank/	Integrated floating base fish tank UHA ultra-clear glass, light transmittance 91.3% Suspended structure, light and stable Glass thickness 5mm	Integrated floating base fish tank, golden ratio cutting, 45° edge grinding, German black glue 0 bubble glue
8686	YEE Aquarium Filter Box Turnover Box	https://yeeaquarium.com/product/yee-aquarium-filter-box-turnover-box/	Integrated anti-overflow port Integrated reinforcement ribs Integrated open-mold rain shower pipe First-layer translucent design	YEE Aquarium Filter Box Turnover Box,Compared with the first generation, the accessories are reduced by 60%, integrated anti-overflow port, integrated reinforcement ribs, integrated molded rain shower pipe, and the first layer is translucent.
8608	Yee Wholesale Liquid State Nitrifier	https://yeeaquarium.com/product/yee-wholesale-liquid-state-nitrifier/	Maintain water quality Effective in 36 hours Removes ammonia and chlorine Decomposes feces	Yee Wholesale Liquid State Nitrifier，Biological live bacteria, decompose feces, take effect in 36 hours, improve intestinal tract, remove ammonia and chlorine, active bacteria, maintain water quality filling
8563	YEE Wholesale Intelligent Automatic Fish Feeder	https://yeeaquarium.com/product/yee-wholesale-intelligent-automatic-fish-feeder/	Suitable for all kinds of fish feed Four-fold freshness protection Three-point anti-grain stuck design Can expand capacity bin	YEE wholesale intelligent automatic fish feeder, suitable for any fish food, 180 days of long battery life, 500ml large capacity, 3 precise food delivery rods
8562	YEE Wholesale Aquarium Canister Filter	https://yeeaquarium.com/product/yee-wholesale-aquarium-canister-filter/	Multiple filtrations Built-in UV sterilizer Four-level noise reduction Low-resistance ceramic axis	Multiple filtration, built-in UV sterilization lamp, 400 cycles per day, 1800L/h high flow, 4-layer noise reduction in the barrel, 25dB bedroom-level silent experience
8492	YEE Wholesale Automatic Fish Feeder	https://yeeaquarium.com/product/yee-wholesale-automatic-fish-feeder/	Automatic feeding Large screen digital display 200ml large grain storage	
8470	YEE Wholesale Desktop Side Filter Aquarium	https://yeeaquarium.com/product/yee-wholesale-desktop-side-filter-aquarium/	Integrated filtration 3640cm³ large filter chamber 3MM sewage suction port 1:3 circulation filtration 91% low iron glass	Integrated filter, made of low-iron glass, light transmittance ≥ 91%, 3640cm³ large filter chamber, 1:3 cycle filtration, 3MM sewage outlet, 3D light and shadow atmosphere lamp
8144	YEE Wholesale EU/US Plug Aquarium MINI Filter	https://yeeaquarium.com/product/eu-us-plug-aquarium-mini-filter/	Circulating filter impurities Quickly provide oxygencontent in water Effective biochemicalcultivation of nitrifyingbacteria Exquisite workmanship,silent noise reduction	YEE wholesale EU/US Plug aquarium mini filter, 5 in 1 multi-function fish tank filter
8129	YEE Wholesale Aquarium Protein Cotton	https://yeeaquarium.com/product/yee-wholesale-aquarium-protein-cotton/	Raw materials Absorb yellow water Adjust pH Reuse	YEE wholesale protein cotton, removes yellowing and odor, physical adsorption, purifies water without hurting fish
8100	YEE Wholesale Antarctic Krill	https://yeeaquarium.com/product/antarctic-krill/	Natural color enhancement, rich in astaxanthin Protein ingredients, 50% protein ingredients Rich in 18 kinds of amino acids, synergistically supplement nutrition and promote growth Naturally free of shrimp guns, effectively reducing gastrointestinal trauma of fish	YEE wholesales Antarctic krill, a high-quality food for turtles and fish, originates from the deep sea of ​​Antarctica, a gift from nature.
8081	YEE Wholesale Aquarium Soil	https://yeeaquarium.com/product/yee-wholesale-aquarium-soil/	High fertility without muddy water High-quality volcanic mud, long-lasting fertility release High-tech sintering, low-temperature firing, no powdering 3-pass screening without cleaning, UV sterilization	YEE wholesale aquarium soil, containing organic + mineral nutrients, can provide lasting fertility. High temperature sintering, low temperature firing, no differentiation and more durable
7693	YEE Wholesale Customized Barrel Butterfly Carp Feed	https://yeeaquarium.com/product/yee-wholesale-customized-barrel-butterfly-carp-feed/	Balances intestinal flora Naturally whitens plasticity Maintains clear water quality Strong palatability	YEE wholesale customized barreled butterfly carp feed, balance intestinal flora, natural whitening plasticity, maintain clear water quality, strong palatability
7677	YEE Wholesale Butterfly Carp Fish Food	https://yeeaquarium.com/product/butterfly-carp-feed/	Protein up to 44% Sufficient astaxanthin Specially added spirulina Specially added prebiotics	YEE wholesale butterfly carp fish food, protein up to 44%, sufficient astaxanthin, special addition of spirulina and prebiotics ish
7657	YEE Wholesale Aquarium Glue-Free Filter Cotton	https://yeeaquarium.com/product/yee-wholesale-aquarium-glue-free-filter-cotton/	Resistant to crushing and washing Honeycomb pores 5-layer filtration No glue, 0 additives	YEE wholesale aquarium glue-free filter cotton, composite glue-free filter cotton, good toughness, can be cut arbitrarily without shedding
7639	YEE Wholesale Aquarium Glass Heater	https://yeeaquarium.com/product/yee-wholesale-aquarium-glass-heater/	Step heating Constant temperature intelligent control Explosion-proof and scalding-proof Even heating	This is a super stable, precise temperature control, fish tank heating rod made of quartz glass
7617	YEE Wholesale Turtle Tank Heater	https://yeeaquarium.com/product/yee-wholesale-turtle-tank-heater/	External temperature control Real-time temperature display 2.5cm ultra-low water level Over-temperature protection	YEE wholesale turtle tank heater, dual system temperature control, accurate temperature, real-time temperature display, ultra-low water level, over-temperature protection
7567	YEE Wholesale Aquarium Titanium Sheet Heater	https://yeeaquarium.com/product/yee-wholesale-aquarium-titanium-sheet-heater/	Aviation-grade titanium alloy Dual temperature probes Real-time variable power Power off when out of water	YEE wholesale aquarium titanium sheet heater,safe and energy-saving, made of aviation-grade titanium alloy, variable frequency heating rod
7550	YEE Wholesale Mini Aquarium Heater	https://yeeaquarium.com/product/yee-wholesale-mini-aquarium-heater/	Over-temperature protection, ultra-low water level Intelligent temperature control to avoid dry burning Energy saving and power saving, simple maintenance	YEE Wholesale Mini Aquarium Heater,360° heat circulation, 8.2cm mini length, thermal conductivity up to 98%, real-time heating when plugged in, intelligent anti-dry burning protection, over-temperature power off, intelligent temperature control technology, error as low as 1°C
7530	YEE Wholesale Mini Fish Tank Heater	https://yeeaquarium.com/product/yee-wholesale-mini-fish-tank-heater/	Designed for small fish tanks Automatic constant temperature 26℃ 90% are heating elements IP68 waterproof, 360° fully sealed with glue Extra hard glass, safe and explosion-proof	YEE wholesale mini aquarium heater, automatic constant temperature 26℃, 90% are heating body, plug in real time heating, using strong thermal conductivity, high hardness quartz glass, explosion-proof and non-oxidation
7455	YEE Wholesale Fish Tank Water Pump	https://yeeaquarium.com/product/yee-wholesale-fish-tank-water-pump-2/	Centrifugal shaft blades, directional rotation, reduce resistance Physical adjustment to accurately control flow All-copper motor ceramic shaft Voltage design, 5-level noise reduction	YEE Wholesale Fish Tank Water Pump，Physical adjustment can control the flow more accurately, 270° circular suction of fish feces, using the centrifugal force of the water pump, the same power has a larger flow, the volute design is adopted, and 5 layers of noise reduction. The dual combination of the all-copper motor and the ceramic shaft core has a longer service life
7438	YEE Wholesale Fish Tank Water Pump	https://yeeaquarium.com/product/yee-wholesale-fish-tank-water-pump/	Controllable flow Quiet operation Copper core motor Sealed cavity	YEE Wholesale Fish Tank Water Pump, corrosion-resistant ceramic shaft, strong suction, fish feces can be easily sucked away
7422	YEE Wholesale Aquarium Variable Speed Water Pump	https://yeeaquarium.com/product/yee-wholesale-aquarium-variable-speed-water-pump/	3MM rotor housing, 5MM noise reduction housing Sine wave variable frequency motor Low resistance ceramic shaft Enclosed water impeller	Yee Aquarium Variable Speed Pump，15000L large flow, quick-release switch, 1cm ultra-low suction, use it to clean the bottom of your fish tank
7406	YEE Wholesale Aquarium Submersible Pump	https://yeeaquarium.com/product/yee-wholesale-aquarium-submersible-pump/	360° all-round bottom suction water level address 3MM Flow rate can be manually adjusted ultra-quiet operation, multiple noise protection	YEE wholesale aquarium submersible pump, 360° all-round bottom suction, water level address 3MM, flow rate can be manually adjusted, ultra-quiet operation and multiple noise protection
7384	YEE Wholesale Fish Pond Aerator	https://yeeaquarium.com/product/yee-wholesale-fish-pond-aerator/	Intelligent frequency conversion 10-speed adjustment Intelligent touch control Rainproof and waterproof	Fish Pond Aerator, 10-speed adjustment, large battery capacity. Thickened shell, sealed with glue, all-copper motor, drop-resistant and waterproof.
7363	YEE Wholesale Fish Tank Aquarium Air Pumps	https://yeeaquarium.com/product/yee-wholesale-fish-tank-aquarium-air-pumps/	8-level noise reduction technology 4L ultra-large air volume 2 knobs to independently control air volume	Yapai fish tank aquarium air pumps, double-layer double shell true noise reduction, eight-layer noise reduction technology, adaptive balanced air chamber
7345	YEE Wholesale Mini Lithium Aquarium Battery Oxygen Pump	https://yeeaquarium.com/product/yee-wholesale-mini-lithium-aquarium-battery-oxygen-pump/	6000mAh large capacity, no oxygen shortage for 48 hours Don’t panic when the power goes out, it will restart automatically in seconds 133g, easy to carry All-copper motor, noise reduction at the source	YEE mini lithium aquarium battery oxygen pump, 6000mah strong storage capacity, 102 hours continuous, no oxygen shortage
7322	YEE Wholesale Aquarium Lithium Battery Oxygen Pump	https://yeeaquarium.com/product/yee-wholesale-aquarium-lithium-battery-oxygen-pump/	109h ultra-long battery life Waterproof design Auto-start after power failure Intermittent mode	YEE lithium battery oxygen pump, 109h ultra-long battery life, 6000mah lithium-ion polymer battery, multiple waterproof designs, source noise reduction, power-off automatic restart
7289	YEE Wholesale Brine Shrimp Eggs And Fish Food	https://yeeaquarium.com/product/yee-wholesale-brine-shrimp-eggs-and-fish-food/	Ultra-fine eggs, as fine as 0.1mm ≥50% high-quality protein nutrition Cleanly shelled, easy to digest and absorb 0 additives, no burden for young fish to eat	99% pure shrimp eggs, 68% meat protein, helps to increase body and color, new technology, no muddy water, no oil spray, slow decomposition, contains probiotics, easy to eat, easy to digest and easy to absorb
7276	YEE Wholesale Tropical Fish Flakes Fish Food	https://yeeaquarium.com/product/yee-wholesale-tropical-fish-flakes-fish-food/	Balanced nutrition to meet daily needs Fresh ingredients, healthy and 0 additives Scientific ratio for easier absorption	Tropical fish flakes, four major advantages, rich nutrition, easy to absorb, easy to store, fresh ingredients
7263	YEE Wholesale Small Fish Protein Fish Food	https://yeeaquarium.com/product/yee-wholesale-small-fish-protein-fish-food/	Animal protein, nourishes the body and promotes growth Astaxanthin, naturally enhances color Spirulina, protects the intestines Deep-sea fish oil, helps growth	Protein fish food for small fish, animal protein, growth promotion, astaxanthin, natural color enhancement, spirulina, intestinal protection, deep sea fish oil, growth promotion
7243	YEE Wholesale Koi Fish Food	https://yeeaquarium.com/product/yee-wholesale-koi-fish-food/	40% high-quality protein International three-standard certification Not afraid of soaking in water or powdering	International triple standard, 40% high protein, not afraid of soaking in water, not powdering
7225	YEE Wholesale Small Fish Feed	https://yeeaquarium.com/product/yee-wholesale-small-fish-feed/	0 additives, healthy fish food Exclusive mold, press to release food Can be used with YEE automatic feeder	
7206	YEE Wholesale Brine Shrimp Eggs	https://yeeaquarium.com/product/yee-wholesale-brine-shrimp-eggs/	98% pure shrimp eggs Rich in protein Natural raw materials, nutritious and healthy	98% pure shrimp eggs, rich in nutrition, eat directly, promote the growth of young fish
7184	YEE Wholesale Goldfish Fish Food	https://yeeaquarium.com/product/yee-wholesale-goldfish-fish-food/	45% protein content 10% astaxanthin for color enhancement Added 2 million fish probiotics Advanced dual-axis design production, no powdering for 24 hours	45% high protein, spirulina is easier to absorb, and probiotics regulate the stomach and intestines
7170	YEE Wholesale Saltwater Fish Food	https://yeeaquarium.com/product/yee-wholesale-saltwater-fish-food/	Fish protein, high nutritional value High-quality raw materials, balanced diet Astaxanthin + Spirulina doubles the color Slow-sinking type, specializing in foraging habits	Slow sinking fish food for marine fish, fish protein, high nutritional value, specially developed for marine fish
7102	YEE Aquarium Wall Mounted Filter	https://yeeaquarium.com/product/yee-aquarium-wall-mounted-filter/	Circulation filtration, progressive water inlet Suspended on both sides of the fish tank Quiet operation as low as 20 decibels Waterfall-style water outlet, good oxygenation effect	Circulation filtration, progressive water inlet, double-sided suspension inside and outside the fish tank, silent operation as low as 20 decibels
7087	YEE Wholesale Aquarium Magic Carpet Filter Cotton	https://yeeaquarium.com/product/yee-wholesale-aquarium-magic-carpet-filter-cotton/	Bionic cashmere, fine filtration magic carpet 1mm mesh physical filtration, fine cashmere biochemical culture High water permeability, washable, no glue and five toxins, double-effect filtration	Bionic cashmere, fine filtration magic carpet 1mm mesh physical filtration, fine cashmere biochemical culture High water permeability, washable, no glue and five toxins, double-effect filtration
7076	YEE Wholesale Aquarium Non-Glue Filter Cotton	https://yeeaquarium.com/product/yee-wholesale-aquarium-non-glue-filter-cotton/	Bionic coral layer provides a breeding ground for nitrifying bacteria Absorbs impurities and removes odors, giving you clear water High-density fiber and fine pores inside bionic corals can cultivate bacteria immediately High-temperature hot-melt process, natural fit, 0 additives	yee composite glue-free filter cotton, resistant to setbacks and washable, honeycomb pores, 5-layer filtration, no glue and 0 additives 4-layer filtration + honeycomb layer design, quickly filter fish feces and magazines, and easily make the tank clean in 2 hours
7052	YEE Wholesale Aquarium Ceramic Rings	https://yeeaquarium.com/product/yee-wholesale-aquarium-ceramic-rings/	Tourmaline powder formula produces far infrared, highly efficient water purification, and releases trace elements Added activated carbon, strongly absorbs fishy odor and impurities Ultra-micropores, mini design, super large bacterial cultivation surface, triple bacterial cultivation effect	Large bacterial cultivation area, produces far infrared, releases negative ions, purifies water quality 1200℃ ultra-high temperature firing, no powdering, no residue falling Neutral filter material does not affect water quality PH
7037	YEE Wholesale 6 In 1 Aquarium Filter Materials	https://yeeaquarium.com/product/yee-wholesale-6-in-1-aquarium-filter-materials/	Balanced water quality PH value, selected 6 kinds of filter materials, golden ratio Ultra-microporous surface layer structure, adsorption and filtration of impurities, three times improved Full adsorption, completely solve the problem of turbid water Neutral filter material, 0 pollution, no harm to fish	6 IN 1 Aquarium Filter Materials Purify water, quickly cultivate bacteria, remove odor, and enhance color Full adsorption to completely solve the problem of turbid water
7022	YEE Wholesale Aquarium Filter Cotton	https://yeeaquarium.com/product/yee-wholesale-aquarium-filter-cotton/	Water penetration rate increased by 400%, pollution filtration increased by 300% 0 spray glue 0 formaldehyde 0 whitening agent Micron-grade filter cotton, fine filtration without water blockage	Micron-grade filter cotton, fine filtration without water blocking Water seepage filtration increased by 400%, and pollution filtration increased by 300%
6999	YEE Wholesale Desktop Fish Tank	https://yeeaquarium.com/product/yee-wholesale-desktop-fish-tank/	8K panoramic low-iron ultra-clear glass Oxygen enrichment, filtration, lighting, temperature sensing system One-touch switch to 3 lighting modes	8K full view, low iron glass, integrated design, light transmittance ≥ 91%, 20 high brightness LED lamp beads
6979	YEE Wholesale Colorful Large Fish Tank	https://yeeaquarium.com/product/yee-wholesale-colorful-large-fish-tank/	Jinjing ultra-white glass Professional-grade bottom filter Powerful sewage discharge system Dry and wet separation Multiple noise reduction and anti-backflow valves	YEE Colorful Series Stream Aquarium 1.Golden crystal ultra-white glass 2.Professional bottom filter 3.Powerful sewage system 4.Dry and wet separation 5.Multiple noise reduction 6.Anti-backflow valve、 Thickened waterproof ecological board, simple and classic shape
6860	YEE Wholesale Low Iron Glass Fish Tank With Light	https://yeeaquarium.com/product/yee-wholesale-low-iron-glass-fish-tank-with-light/	Scientific backflow, precise filtration 5-sided gold crystal glass, 91% light transmittance 0 bubbles during gluing to avoid cylinder explosion	YEE wholesale low iron glass fish tank >91% light transmittance, 5-sided low iron glass, 360° no dead angle viewing 45° mirror-grade edge grinding, both safe and beautiful
6843	YEE Wholesale 25W-150W PTC Aquarium Fish Tank Heater	https://yeeaquarium.com/product/yee-wholesale-25w-150w-ptc-aquarium-fish-tank-heater/	YEE 25W-150W PTC Aquarium Heater Separate temperature control, 0.1℃ accuracy, 360° circulating heat collection	YEE 25W-150W PTC Aquarium Heater Separate temperature control, 0.1℃ accuracy, 360° circulating heat collection
6840	YEE Wholesale 25W-35W Extra Hard Glass Aquarium Heater	https://yeeaquarium.com/product/yee-wholesale-25w-35w-extra-hard-glass-aquarium-heater/	YEE 25W-300W extra hard glass heating rod, safe and stable, over-temperature protection	YEE 25W-300W extra hard glass heating rod, safe and stable, over-temperature protection
6814	Yee US Plug 25W-500W Stainless Steel Aquarium Heater	https://yeeaquarium.com/product/yee-25w-500w-stainless-aquarium-heater/	YEE Aquarium Heater Bimetallic silver-plated contacts, temperature sensing and temperature control at the same time, fluctuation ≤ 0.5°C 90% are nickel-chromium alloy heating wires	YEE Aquarium Heater Bimetallic silver-plated contacts, temperature sensing and temperature control at the same time, fluctuation ≤ 0.5°C 90% are nickel-chromium alloy heating wires
6535	YEE Aquarium 5 in 1 Multi-function Built-in Filter	https://yeeaquarium.com/product/yee-aquarium-5-in-1-multi-function-built-in-filter/	YEE fish tank has a built-in filter, the fish tank can be clear without changing the water Multiple functions in one	YEE fish tank has a built-in filter, the fish tank can be clear without changing the water Multiple functions in one
6661	YEE Desktop Back Filter Fish Tank With Cover	https://yeeaquarium.com/product/yee-desktop-back-filter-fish-tank-with-cover/	Integrated Filter, Removable Top Cover, Extra Large Space	Integrated Filter, Removable Top Cover, Extra Large Space
6646	YEE Wholesale Desktop Back Filter Small Fish Tank	https://yeeaquarium.com/product/yee-wholesale-desktop-back-filter-small-fish-tank/	Integrated rear filter 5-sided low iron ultra-clear glass	Integrated rear filter 5-sided low iron ultra-clear glass
6358	Desktop Smart Fish Tank With Automatic Feeder	https://yeeaquarium.com/product/desktop-smart-fish-tank-with-automatic-feeder/	Low iron ultra-clear glass Dual filtration system Wet and dry separation 48h automatic feeder Automatic start and stop water pump	Self-developed water purification system, desktop smart fish tank
4962	Small Fish Tank With Filter	https://yeeaquarium.com/product/small-fish-tank-with-filter-2/	Five – Sided Ultra – White Glass with Excellent Transparency Exquisite Handmade Craftsmanship Hidden Side – Mounted Filtration Optimized Filtration Components Two Lighting Options	This small fish tank with filter is not just a fish tank; it’s a carefully crafted aquatic habitat that combines functionality, aesthetics, and durability. Choose it to create a beautiful and healthy living environment for your beloved fish. View more small fish tanks Five – Sided Ultra – White Glass with Excellent Transparency This small fish tank with filter is made of five – sided ultra – white glass with a light transmittance of 91%, aiming to perfectly restore the natural underwater ecosystem. Every move of the fish can be clearly observed, bringing you a vivid and immersive viewing experience.view more ultra white rimless fish tanks . Exquisite Handmade Craftsmanship Crafted by master 
4921	Brine Shrimp Fish Food	https://yeeaquarium.com/product/brine-shrimp-fish-food/	Carefully selected fairy shrimp rich in astaxanthin to promote the development and color enhancement of fish. Made from 100% natural ingredients, it can be pasted on the fish tank wall for feeding. The FD vacuum quick – freezing technology preserves the taste and texture of fairy shrimp. The protein content reaches 52.38%.	Our new – generation tablet fish food is made from natural ingredients and is less likely to cloud the water quality during feeding. Many aquarium enthusiasts love to buy tablet fish food because it has a certain ornamental value when attached to the fish tank. However, tablet fish food has a fatal problem – it is prone to causing water turbidity. Therefore, we have developed tablet fish food made from 100% natural raw materials, which effectively solves the problem of water turbidity caused by ingredients. We meticulously select high – quality brine shrimp as raw materials and carefully raise them with a variety of high – grade algae throughout the process. The brine shrimp cultivated in th
4904	Tubifex Worms Fish Food	https://yeeaquarium.com/product/tubifex-worms-fish-food/	It is composed of 120 bloodworms, and the protein content reaches 60.49%. Made from 100% natural ingredients, it can be pasted on the fish tank wall for feeding. The FD vacuum quick – freezing technology preserves the taste and texture of bloodworms. It is suitable for almost all kinds of fish.	Our new – generation tablet fish food is made from natural ingredients and is less likely to cloud the water quality during feeding. Many aquarium enthusiasts love to buy tablet fish food because it has a certain ornamental value when attached to the fish tank. However, tablet fish food has a fatal problem – it is prone to causing water turbidity. Therefore, we have developed tablet fish food made from 100% natural raw materials, which effectively solves the problem of water turbidity caused by ingredients. Each pellet of yee tubifex worms fish food is packed with an incredibly high level of nutrition. A single fish food pellet contains the essence equivalent to approximately 120 live tubife
3742	Wholesale Aquatic Plant Lights	https://yeeaquarium.com/product/wholesale-aquatic-plant-lights/	Excellent Heat Dissipation System, Protecting the Lifespan of Luminaires Triple High Brightness Enhancement, Illuminating the Underwater World Super Strong Waterproof Barrier, Resisting Water Vapor Erosion Sturdy and Durable Arms, Adapting to Diverse Scenarios Authoritative 3C Certification, Quality Worth Trusting	Excellent Heat Dissipation System, Protecting the Lifespan of Luminaires Professional aquatic plant lights adopt a combination of active and passive heat dissipation modes to create a full-range heat dissipation system. Its 360° annular fin-type heat dissipation structure is like putting a breathable armor on the luminaire, increasing the heat dissipation area; the top fan design accelerates air circulation and quickly takes away heat. The dual heat dissipation mechanisms work together to effectively prevent the aquatic plant light from burning out due to overheating, safeguarding the long-term and stable operation of the luminaire. Triple High Brightness Enhancement, Illuminating the Underw
3526	Yee Nitrifying Bacteria Dry Powder	https://yeeaquarium.com/product/yee-nitrifying-bacteria-dry-powder/	15 billion live bacteria for water purification -50℃ freeze-dried to keep alive 80% bacterial activity Purify water	1. -50℃ freeze-drying technology to maintain the activity of nitrifying bacteria dry powder Yee nitrifying bacteria dry powder products use advanced -50℃ freeze-drying technology. It enter a low-energy dormant state, which maximizes the activity of the strains.This technology ensures that the nitrifying bacteria can remain in good condition during storage and transportation. Ready to play a role in fish tank water purification at any time. 2. 15 billion bacteria, higher filtration efficiency Each bottle contains up to 15 billion bacteria, which is much larger than traditional liquid nitrifying bacteria. At the same time, it has high activity and dissolves in water in 3 seconds.In addition, i
3399	Quiet Fish Tank Air Pump Wholesale	https://yeeaquarium.com/product/quiet-fish-tank-air-pump-wholesale/	Strong air volume, not afraid of water depth. Suspended motor and anti-vibration pad design. Environmentally friendly ABS material shell. Electronic adjustment button, more accurate oxygen adjustment. Energy saving and power saving, environmentally friendly life.	Yee quiet fish tank air pump has the advantages of strong oxygen volume, upgraded anti-vibration pad, suspended motor, environmentally friendly ABS material, all-copper motor, etc. Please contact Yee auqarium pump manufacturer to get the first order discount! Strong air volume, not afraid of water depth Yee quiet fish tank air pump has a compact body and strong air volume. It can not only easily cope with various water depths, but also ensure sufficient oxygen supply. Its quick response and smooth braking characteristics make every oxygen increase precise and efficient. Suspended motor and anti-vibration pad design Yee air pump has made great efforts in quietness. It uses and the suspended m
3384	Fish Tank Silent Air Pump​ Whosale	https://yeeaquarium.com/product/fish-tank-silent-air-pump-whosale/	Low-noise operation Adjustable oxygen volume All-copper motor Integrated gas storage space High-frequency air pressure motor Double air chamber design Imported leather cup Silent technology upgraded again	Yee fish tank silent air pump​ is now offering wholesale services to customers . Whether you are an aquarium store owner or an individual hobbyist, you can get a first-order discount by professional fish tank water pump manufacturer–yee. Low-noise operation Firstly, the noise is less than 30dB, which is almost silent. Adjustable oxygen volume Secondly , It is also equipped with an adjustable oxygenation knob, allowing you to freely adjust the oxygenation. All-copper motor Thirdly, The all-copper core motor ensures the durability and stability of the product. Integrated gas storage space Fourthly , The integrated gas storage space design is more convenient for installation and maintenance. Hi
3368	Aquarium Protein Skimmer​ Wholesale	https://yeeaquarium.com/product/aquarium-protein-skimmer-wholesale/	Compact body, save space Trickle-type water discharge, disperse the oil film Automatically raise and lower the floating platform by 3cm without lowering the water level Bionic design, reduce clogging Adjustable water inlet and outlet Thickened shell and sound-absorbing pads	Yee Aquarium Protein Skimmer​ is now offering wholesale services to customers . Whether you are an aquarium store owner or an individual enthusiast, you can get a first-order discount by contacting us . Let this efficient and beautiful filter become your powerful assistant in creating a perfect a quarium environment! Compact body, save space It is a small aquarium protein skimmer. With it, the fish tank full of oil film is a thing of the past. Trickle-type water discharge, disperse the oil film Trickle-type water discharge pipe disperses the oil film. With 360° surround vortex water inlet. Designed for oil film removal. Automatically raise and lower the floating platform by 3cm without lower
3358	Top filter Wholesale	https://yeeaquarium.com/product/top-filter-wholesale/	Large capacity, efficient filtration Three-layer filtration, precise and efficient 3-in-1 functional submersible pump to create a perfect water environment Reserved storage space for germicidal lamps and heaters, convenient and practical	Yee top filter is providing wholesale services to customers. Whether you are an aquarium store owner or an individual enthusiast, you can get a first-order discount by contacting us . Let this efficient and beautiful filter become your powerful assistant in creating a perfect aquarium environment! Large capacity, efficient filtration The biggest highlight of Yee top filter is its 9800ml large filtration space. The large space ensures that the filter can easily cope with various impurities. Whether it is fish feces or other tiny particles, they can be effectively filtered. Three-layer filtration, precise and efficient In addition to the large filtration space, yee top filter also adopts three
3347	Fish Tank Submersible Water Pump Wholesale	https://yeeaquarium.com/product/fish-tank-submersible-water-pump-wholesale/	Circulation water purification, quickly achieve air tank. Increase dissolved oxygen and enhance fish vitality. Built-in oil film remover to maintain water quality cleanness. Large-capacity filter box, multi-functional in one. Silent operation. Energy saving and power saving, green and environmental protection.	Yee fish tank submersible water pump supports wholesale service. Please contact professional fish tank water pump manufacturer – yee to get the first order discount! Circulation water purification, quickly achieve air tank Yee fish tank submersible water pump has a strong circulation water purification ability. It reconstructs the suction system of the fuselage, which can easily absorb fish feces and impurities. In just 1 hour, you can see a significant improvement in water quality. After 4 hours, the clear effect of the air tank can be achieved. Increase dissolved oxygen and enhance fish vitality Yee fish tank submersible pump can also effectively increase the dissolved oxygen content in th
3335	Fish Tank Submersible Pump	https://yeeaquarium.com/product/fish-tank-submersible-pump/	Large flow and high lift design. Integrate three functions of oxygenation, wave making and pumping. Innovative ceramic shaft to improve durability. Sealed silencer cavity, enjoy low noise experience. With a germicidal lamp to ensure water quality safety. High-quality copper core motor, excellent performance.	Yee fish tank submersible pump integrates oxygenation, wave making and pumping. It has the advantages of large flow, high lift design, and corrosion-resistant ceramic shaft. It meets the diverse needs of fish tank maintenance.Contact professional fish tank submersible pump manufacturer ——yee to get first order discount! Large flow and high lift design Yee fish tank submersible pump has a large flow pumping capacity of 2000L/H. With high lift design, it can easily cope with various fish tank environments. Whether it is a large fish tank or a deep water area, it can achieve fast and uniform water circulation. Integrate three functions of oxygenation, wave making and pumping Yee pump not only h
